project,package,class,method,time_green
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,81
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,40
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,39
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,37
mathewreny,com.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,40
bradfordkyle11,com.kmbapps.classscheduler,AddClassSectionActivity,to12HourFormat.(II)Ljava/lang/Object;,60
bradfordkyle11,com.kmbapps.classscheduler,AddClassSectionActivity,createSection.(I)Ljava/lang/Object;,33
bradfordkyle11,com.kmbapps.classscheduler,ClassLoader,releaseColor.(II)V,52
bradfordkyle11,com.kmbapps.classscheduler,NavigationDrawerFragment,selectItem.(I)V,31
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,newInstance.(I)Ljava/lang/Object;,27
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,onSortingKeySelected.(I)V,33
TymchenkoIvan,com.company.web.controller,ProductsServlet,setPages.(II)I,29
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,convertToPermissionsSet.(I)Ljava/lang/Object;,29
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,isSet.(II)Z,34
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setHotspotBounds.(IIII)V,30
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setLayoutDirection.(I)V,30
Shanmathi1,edu.uic.cs583.msgsp,Input,min.(II)I,39
nikit-cpp,player,CustomPlayer,play.(I)Z,30
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneUser.(I)Ljava/lang/Object;,28
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingCountOfOneUser.(I)I,40
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneMovie.(I)Ljava/lang/Object;,29
AdaptiveSystem,com.movie.worth.dao,Ratings,checkIfThisUserRatedThisMovie.(II)Ljava/lang/Object;,32
AdaptiveSystem,com.movie.worth.dao,Ratings,getOneParticularRating.(II)Ljava/lang/Object;,29
BrassGoggledCoders,fantasykingdoms.common.blocks,BlockCustomFiniteFluid,getIcon.(II)Ljava/lang/Object;,42
ronak1790,core,Database,getUsername.(I)Ljava/lang/Object;,29
ronak1790,core,Database,getUsername.(I)Ljava/lang/Object;,29
wujek-srujek,com.jambit.conti.ccss,CCSS,generateTouch.(III)V,29
halfjew22,net.everythingandroid.timer,TimerActivity,onCreateDialog.(I)Ljava/lang/Object;,27
halfjew22,net.everythingandroid.timer,TimerActivity,switchTimerInputMethod.(I)V,29
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItem.(I)Ljava/lang/Object;,29
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItemId.(I)J,27
avoajaugochukwu,com.biito.masterflow,WebpageListFragment,setActivatedPosition.(I)V,29
Freezard,com.example.lab6.dialer,DialerView,playSound.(I)V,30
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,ProductCellAdapter,getProduct.(I)Ljava/lang/Object;,29
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,SubcategoryAdapter,getCategory.(I)Ljava/lang/Object;,29
NanodegreeStudent,com.danilaeremin.nicecoffee.Fragments,NavigationDrawerFragment,selectItem.(I)V,29
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapCharacterCode.(I)Ljava/nio/charset/Charset;,4558
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapIsoCode.(I)Ljava/nio/charset/Charset;,48
shred,org.shredzone.feinrip.gui,JLabelGroup,setVerticalAlignment.(I)V,102
shred,org.shredzone.feinrip.gui,JLabelGroup,setMinimumWidth.(I)V,101
shred,org.shredzone.feinrip.gui,NoListSelectionModel,setSelectionInterval.(II)V,28
shred,org.shredzone.feinrip.gui,NoListSelectionModel,addSelectionInterval.(II)V,27
shred,org.shredzone.feinrip.gui,NoListSelectionModel,setSelectionMode.(I)V,28
boulderalf,com.boulderalf.markdown2mm,ToMmSerializer,createNode.(I)Ljava/lang/Object;,30
lydiaSidhom,Engine,Shifter,shift.(I)V,37
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildrenCount.(I)I,28
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroup.(I)Ljava/lang/Object;,27
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChild.(II)Ljava/lang/Object;,31
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroupId.(I)J,26
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildId.(II)J,27
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,isChildSelectable.(II)Z,27
bashizip,com.bashizip.andromed,QuotesActivity,displayQuote.(I)V,29
yitaohu,cs61b_project1,PixImage,getRed.(II)S,28
yitaohu,cs61b_project1,PixImage,getGreen.(II)S,28
yitaohu,cs61b_project1,PixImage,getBlue.(II)S,28
yitaohu,cs61b_project1,PixImage,boxBlur.(I)Lcs61b_project1/PixImage;,29
nicolas-legroux,-,GraphBuilder,getPresentParts.(II)Ljava/lang/Object;,27
nicolas-legroux,-,GraphBuilder,addPartsOfSize.(II)V,30
nicolas-legroux,-,GraphBuilder,isPart.(IIII)Z,30
phdabel,util,MASLABRouting,getSearch.(I)Ljava/lang/Object;,28
phdabel,util,MASLABRouting,getRoadIDs.(I)Ljava/lang/Object;,30
phdabel,ufrgs.maslab.abstractsimulator.algorithms,KMeans,initializeCentroids.(I)V,29
phdabel,ufrgs.maslab.abstractsimulator.variables,FireStation,act.(I)V,29
phdabel,ufrgs.maslab.abstractsimulator.variables,FireStation,clusteringMain.(I)V,28
Mandrivia,main,ProblemData,setAreaDimension.(III)V,28
Mandrivia,main,ProblemData,getWindVector.(III)Ljava/lang/Object;,29
Mandrivia,main,ProblemData,setNbTarget.(I)V,28
Mandrivia,main,ProblemData,setNbBalloon.(I)V,26
Mandrivia,main,ProblemData,setNbTurn.(I)V,28
Mandrivia,main,ProblemData,isTarget.(II)Z,29
Mandrivia,main,ProblemData,setCoverageRadius.(I)V,26
Mandrivia,main,ProblemData,setnX.(I)V,26
Mandrivia,main,ProblemData,setnY.(I)V,26
Mandrivia,main,ProblemData,setnZ.(I)V,27
Mandrivia,main,ProblemData,getAltitudeChanges.(II)I,29
Mandrivia,main,ProblemData,setAltitudeChanges.(III)V,26
Mandrivia,main,ProblemData,getBalloonsCoord.(I)Ljava/lang/Object;,28
Mandrivia,main,ProblemData,setTargetCovered.(II)V,27
Mandrivia,main,ProblemData,getTargetIndex.(II)I,38
Mandrivia,main,ProblemData,isCovered.(I)I,28
Mandrivia,main,ProblemData,columnDist.(II)I,29
Mandrivia,main,ProblemData,getScoreBalloon.(II)I,27
CaptainSpam,net.exclaimindustries.drivelapse,DriveLapse,switchButtonStates.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getIcon.(II)Ljava/lang/Object;,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getTier.(I)I,26
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getRotation.(I)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getDirection.(I)Ljava/lang/Object;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,createStackedBlock.(I)Ljava/lang/Object;,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,damageDropped.(I)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,updateForTier.(I)V,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,transfer.(III)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedTime.(I)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedEnergy.(I)I,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,isValidSlot.(I)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canInput_Item.(I)Z,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canOutput_Item.(I)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,installAugment.(I)Z,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,rotateDirectlyTo.(I)V,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,setFacing.(I)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,decrSide.(I)Z,29
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,incrSide.(I)Z,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,setSide.(II)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getTexture.(II)Ljava/lang/Object;,29
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,receiveGuiNetworkData.(II)V,27
voxelcarrot,io.bunnies.fractalmaps.view,FractalView,onSizeChanged.(IIII)V,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,setNumberOfColumns.(I)V,27
gpfjeff,com.gpfcomics.android.ppp,Cardset,setNumberOfRows.(I)V,28
gpfjeff,com.gpfcomics.android.ppp,Cardset,setPasscodeLength.(I)V,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,setLastCard.(I)V,27
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidNumberOfColumns.(I)Z,30
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidNumberOfRows.(I)Z,27
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidPasscodeLength.(I)Z,43
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidCardNumber.(I)Z,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,fitsMaxCardWidth.(II)Z,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,calculateCardWdith.(II)I,27
shareme,com.grottworkshop.gwsviewmodel.viewmodel,UserListViewModel,deleteUser.(I)V,28
frigidrain,scheduler,TaskGroup,setId.(I)V,27
frigidrain,scheduler,TaskGroup,setValue.(I)V,27
frigidrain,scheduler,TaskGroup,setUrgency.(I)V,27
frigidrain,scheduler,TaskGroup,setDuration.(I)V,27
frigidrain,scheduler,TaskGroup,setDifficulty.(I)V,27
frigidrain,scheduler,TaskGroup,priority.(I)I,28
frigidrain,scheduler,TaskGroup,createChunks.(I)V,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeInternal.(I)V,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,write.(I)V,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeLittleEndian.(II)V,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,copyFromEnd.(II)V,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,byteAtDistance.(I)I,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,checkNoEOF.(I)V,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,skipBytes.(I)V,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,readLittleEndian.(I)I,31
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,readBits.(I)I,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeBits.(II)V,33
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,readCode.(I)I,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCStream,writeCode.(II)V,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeBuffer.(I)V,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeCode.(II)V,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,compress.(I)V,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,write.(I)V,28
luizrogeriocn,-,ListaDeCantinas,adicionarReferencia.(II)V,26
luizrogeriocn,-,ListaDeCantinas,removerReferencia.(I)V,27
luizrogeriocn,-,ListaDeCantinas,buscarEstoque.(I)I,27
luizrogeriocn,-,ListaDeCantinas,referenciaCadastrada.(I)Z,37
luizrogeriocn,-,ListaDeCantinas,retirarEstoque.(II)V,28
luizrogeriocn,-,ListaDeCantinas,getEstoqueByPort.(I)I,27
danvo,android.bignerdranch.com.criminalintent,DatePickerFragment,sendResult.(I)V,28
dezouzart,service,SmartBusca,heuristica.(IIII)I,27
dezouzart,service,SmartBusca,checaVisitados.(II)Z,28
krisnaru,-,PrimeNumbers,test.(I)V,69
krisnaru,-,PrimeNumbers,testManual.(I)V,46
chanueting,be.ac.ulg.montefiore.run.jahmm.learn,BaumWelchLearner,setNbIterations.(I)V,28
online-solutions,plus.studio.beta.streamvideo.mediacontroller,VideoControllerView,show.(I)V,28
patriciocordova,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,28
RomanStoyko,com.storoman.app,MainActivity,delayedHide.(I)V,27
RomanStoyko,com.storoman.app,MainActivity,onCreateDialog.(I)Ljava/lang/Object;,29
lorinczpatrik,tema2_TP,Simulator,setVal.(I)V,27
lorinczpatrik,tema2_TP,Simulator,addClients.(I)V,28
lorinczpatrik,tema2_TP,Simulator,closeHandler.(I)V,29
lorinczpatrik,tema2_TP,Simulator,addHandlers.(I)V,28
lorinczpatrik,tema2_TP,Simulator,generateClients.(I)Ljava/lang/Object;,30
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageSelected.(I)V,38
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageScrollStateChanged.(I)V,28
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,handleScrollState.(I)V,28
uqbar-project,com.uqbar.commons.descriptor,ClassForDescription,method2.(I)Ljava/lang/Object;,26
uqbar-project,com.uqbar.commons.descriptor,ClassForDescription,method4.(I)Ljava/lang/Object;,28
nutgaard,no.utgdev.nfpa,DiamondSettingsPanel,selectByState.(II)V,28
beast1944,com.andreikushner.finana.app,NavigationDrawerFragment,selectItem.(I)V,28
juancki,com.juancarlosgomez.threeonthree,MainActivity,setCurrentFlat.(I)V,28
double0291,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,29
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,28
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,write.(I)V,27
double0291,com.dreamland.util.cache,MemoryLruCache,trimToSize.(I)V,27
double0291,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,28
yojek,com.sflow.jmx,SFlowAgent,dsIndex.(I)V,26
yojek,com.sflow.jmx,SFlowAgent,pad.(I)I,27
liulinru13,mmrx.com.myuserdefinedview,MainActivity,selectFragment.(I)V,26
liulinru13,mmrx.com.metrolayout,MetroView,onMeasure.(II)V,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeBackWindowAmount.(I)Z,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeDoorAmount.(I)Z,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeFronWindowAmount.(I)Z,27
fbrass,de.spqr.inventorychangeapp,PartServer,changeEngineAmount.(I)Z,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeTireAmount.(I)Z,27
fbrass,de.spqr.inventorychangeapp,PartServer,changeWheelAmount.(I)Z,27
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeBackWindowAmount.(I)Z,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeDoorAmount.(I)Z,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeFronWindowAmount.(I)Z,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeEngineAmount.(I)Z,27
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeTireAmount.(I)Z,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeWheelAmount.(I)Z,28
Rothens,hu.rothens.qlib.model,Quest,setRequest.(II)V,28
Kevin-unipe,data.br,Data,setDia.(I)V,30
Kevin-unipe,data.br,Data,setMes.(I)V,30
Kevin-unipe,data.br,Data,setAno.(I)V,29
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItem.(I)Ljava/lang/Object;,42
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,getItemId.(I)J,26
n11com,com.n11.tech.endlessadapter.adapter,EndlessAdapter,setHasMoreData.(II)V,28
azaky,ecc,ECPoint,toString.(I)Ljava/lang/String;,54
hpu-spring87,com.hpuvoice.XlistView,XListView,resetHeaderHeight.(I)V,28
hpu-spring87,com.hpuvoice.XlistView,XListViewFooter,setState.(I)V,28
hpu-spring87,com.hpuvoice.XlistView,XListViewFooter,setBottomMargin.(I)V,28
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setState.(I)V,28
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setVisiableHeight.(I)V,27
hpu-spring87,com.hpuvoice.app,ChatActivity,viewPagerItem.(I)Ljava/lang/Object;,27
hpu-spring87,com.hpuvoice.app,ChatActivity,isDeletePng.(I)Z,29
hpu-spring87,com.hpuvoice.app,ChatActivity,dotsItem.(I)Ljava/lang/Object;,27
hpu-spring87,com.hpuvoice.app,ContentActivity,onPageScrollStateChanged.(I)V,26
hpu-spring87,com.hpuvoice.app,ContentActivity,onPageSelected.(I)V,27
hpu-spring87,com.hpuvoice.fragment,ChatFragment,viewPagerItem.(I)Ljava/lang/Object;,27
hpu-spring87,com.hpuvoice.fragment,ChatFragment,isDeletePng.(I)Z,28
hpu-spring87,com.hpuvoice.fragment,ChatFragment,dotsItem.(I)Ljava/lang/Object;,26
hpu-spring87,com.hpuvoice.fragment,NavigationDrawerFragment,selectItem.(I)V,29
pinguo-zhangshuchun,kari.com.org.camerademo,CameraActivity,changeCameraZoom.(I)V,28
BoBinLee,com.skhu.service,DocumentService,getCalendarMenu.(II)Ljava/lang/Object;,28
BoBinLee,com.skhu.service,SkhuBrdService,addSkhuBrd.(II)Z,29
BoBinLee,com.skhu.service,SkhuBrdService,addQnABrd.(II)Z,28
Tommyatkins,com.tommyatkins.test.reflect,Generic,getGenericType.(I)Ljava/lang/Class;,39
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyAprilExpiryDayValidator,monthOfYear.(I)I,31
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyExpiryDayValidator,monthOfYear.(I)I,30
kinneyyan,com.antonyt.infiniteviewpager,MinFragmentPagerAdapter,getItem.(I)Ljava/lang/Object;,29
kinneyyan,com.yanshi.my36kr.activity,MainActivity,selectItem.(I)V,29
kinneyyan,com.yanshi.my36kr.adapter.index,FeedAdapter,getItemViewType.(I)I,28
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,setCustomTabView.(II)V,29
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,scrollToTab.(II)V,28
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,load.(I)I,33
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,38
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,resume.(I)V,28
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,stop.(I)V,30
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleUp.(I)V,29
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleDown.(I)V,29
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,hashFunc.(I)I,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,hashFunc1.(I)I,27
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,remove.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,find.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,29
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleUp.(I)V,29
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleDown.(I)V,28
nwtgck,jp.dip.nwtgck.bindable.component,Arrangement,get.(I)Ljava/lang/Object;,29
ahielg,hebrewDate,CalendarUtils,hebrewLeapYear.(I)Z,29
ahielg,hebrewDate,CalendarUtils,getJewishMonthName.(II)Ljava/lang/Object;,28
ahielg,hebrewDate,CalendarUtils,getWeekdayOfHebrewDate.(III)I,28
ahielg,hebrewDate,CalendarUtils,gimatria.(I)Ljava/lang/Object;,28
markatithinkbest,tcnr18.com.finalproject,NavigationDrawerFragment,selectItem.(I)V,29
itot0103,ocha.itolab.koala.applet.koalaview,VectorParettePanel,draw.(I)V,28
itot0103,ocha.itolab.koala.datagen.egotwitter,FeatureProcessor,addAccountClusters.(II)V,28
zyq001,edu.bupt.zyq,ClimbingStairs,climbStairs.(I)I,69
zyq001,edu.bupt.zyq,CountandSay,countAndSay.(I)Ljava/lang/String;,64
