project,package,class,method,time_green
divinebooger,-,Board,occupy.(II)V,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getCurrentCwnd.(I)I,28
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItem.(I)Ljava/lang/Object;,26
WyattPearson,ui,DrawPanel,resizeImage.(II)V,98
martincameron,micromod,Note,periodToKey.(I)I,225
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleUp.(I)V,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getValueAt.(II)Ljava/lang/Object;,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,contains.(I)Z,27
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,resume.(I)V,28
martincameron,micromod,Note,transpose.(II)I,123
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedTime.(I)I,29
TBtomislav,jxl.write.biff,WritableWorkbookImpl,moveSheet.(II)Ljava/lang/Object;,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopSound.(I)V,26
chrisschroeder92,edu.augustana.csc490.phoenix,Bullet,checkOnScreen.(I)Z,29
Mandrivia,main,ProblemData,setAltitudeChanges.(III)V,27
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,getMembershipFromPersonId.(I)Ljava/lang/Object;,28
bowser123467,com.dwarfscraft.musicbox,MusicThread,nextSong.(I)V,27
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuFragment,selectItem.(I)V,29
billcchung,tw.billchung.taiwancoffeeprices,MainActivity,onSectionAttached.(I)V,27
jordanywhite,edu.up.cs301.game.config,GameConfig,getSelType.(I)Ljava/lang/Object;,30
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getDepartamentoById.(I)Ljava/lang/Object;,28
mookie1097,mooklabs.ivdconnect,NavigationDrawerFragment,selectItem.(I)V,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getLatitude.(I)D,30
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,30
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,26
igrief15,-,Position,occupy.(I)V,31
tkleisas,org.teacake.monolith.apk,HighScoreTable,getHighScore.(I)Ljava/lang/Object;,26
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getLastExternalSheetIndex.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,31
linsonzhao,video.app.autobahn,ByteBufferOutputStream,write.(I)V,25
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearBitByPosition.(I)V,30
Mandrivia,main,ProblemData,isTarget.(II)Z,28
frigidrain,scheduler,TaskGroup,setId.(I)V,31
divinebooger,-,StdDrawPlus,setPenColor.(III)V,92
sivang,org.kde.necessitas.origo,QtActivity,super_onCreatePanelView.(I)Ljava/lang/Object;,35
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,fetchNewRandomWordsAsync.(I)V,26
divinebooger,huglife,StdDraw,setPenColor.(III)V,86
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,isCellEditable.(II)Z,33
hpu-spring87,com.hpuvoice.fragment,NavigationDrawerFragment,selectItem.(I)V,30
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getEmpleado.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,isCellEditable.(II)Z,26
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroupId.(I)J,27
Notze,io.github.notze.redstoneswords,Events,toLevel.(II)I,50
martincameron,micromod,Macro,divide.(III)I,29
dheerajbsc,-,DepthFirstSearch,addEdge.(II)V,28
sheryanresutov,gui,GamePanel,setTimer.(I)V,27
martincameron,micromod,Macro,sqrt.(I)I,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,incrSide.(I)Z,28
sheryanresutov,gui,CardGrid,animateRemoveCard.(I)V,28
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueWaitTime.(I)V,26
martincameron,micromod,Channel,updateSampleIdx.(II)V,28
danvo,android.bignerdranch.com.criminalintent,DatePickerFragment,sendResult.(I)V,27
twitter,com.twitter.http2,HttpConnection,isLocalSideClosed.(I)Z,28
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,setCustomTabView.(II)V,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeInternal.(I)V,30
twitter,com.twitter.http2,HttpConnection,updateSendWindowSize.(II)I,28
aurora-lzzp,student,ClassMgr,delClass.(I)Z,26
krisnaru,-,PrimeNumbers,testManual.(I)V,40
martincameron,ibxm,Data,load.(II)V,29
linsonzhao,video.app.autobahn,WebSocketOptions,setReconnectInterval.(I)V,27
jn222na,com.example.DAL,CRUD,sortFirstAndLastname.(I)Ljava/lang/Object;,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,setBehindContentView.(I)V,27
RedingG,com.reding.qrcard,WelcomeActivity,onPageSelected.(I)V,27
compgen-io,io.compgen.common.io,PeekableInputStream,peek.(I)[B,35
AxelSilvestre,fr.sedara.pusher.model,Game,playerForward.(II)Z,28
zlim,jnt.scimark2,Random,initialize.(I)V,34
TBtomislav,jxl.write.biff,RowRecord,setRowHeight.(I)V,29
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,checkTime.(III)Z,36
KenyStev,-,PalindromoAir,reset.(I)V,27
eevans,SevenZip.Compression.LZMA,Base,StateUpdateMatch.(I)I,29
thergbway,gui,MazeVisualizer,addAppropriateFlagIfPossible.(II)V,28
yxsu,com.petuum.ps.common.util,VectorClock,isUniqueMin.(I)Z,27
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,keyUp.(I)Z,26
sheryanresutov,GameBackEnd,GameLobby,joinGame.(II)V,26
caseyjames,assignment5,MyLinkedList,get.(I)Ljava/lang/Object;,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeFronWindowAmount.(I)Z,29
zhangruoxu,VC.TreeDrawer,LayoutVisitor,offset.(IIIIII)I,147
jlnunn2372,bubblePopper,ScoreBoardController,setHighScore.(I)V,27
ahielg,hebrewDate,CalendarUtils,getWeekdayOfHebrewDate.(III)I,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingPreferenceActivity,setBehindContentView.(I)V,27
supernova-cmu,CV,CrossValidationWithPruning,shuffle.(I)V,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,33
mithunkumarnallu,SchedulingAlgos,ProcessInfo,DecrementProcessBurstTime.(I)I,41
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivityHelper,findViewById.(I)Ljava/lang/Object;,27
compgen-io,io.compgen.common,TallyCounts,incrementKey.(I)V,29
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setStateByMask.(I)V,26
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,scrolled.(I)Z,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,isCellEditable.(II)Z,27
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxMessagePayloadSize.(I)V,30
KenyStev,examen1labprg2,Empresa,extendsContract.(I)Z,27
DunnR,-,BinaryTree,add.(I)V,27
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,id.(I)Ljava/lang/Object;,26
yxsu,com.petuum.ps.server,ServerRow,unsubscribe.(I)V,29
TBtomislav,jxl.biff.formula,Area3d,adjustRelativeCellReferences.(II)V,27
Sidereo,com.sidereo.paparazzi.adapter,PictureAdapter,getItemViewType.(I)I,37
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,28
liulinru13,mmrx.com.metrolayout,MetroView,onMeasure.(II)V,28
TBtomislav,jxl.biff.formula,FormulaErrorCode,getErrorCode.(I)Ljxl/biff/formula/FormulaErrorCode;,61
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,mouseMoved.(II)Z,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,27
zhangruoxu,VC.CodeGen,Emitter,emitASTORE.(I)V,29
martincameron,micromod.compiler,AudioData,scale.(I)Lmicromod/compiler/AudioData;,28
leetea,com.androidexample.noisealert,SoundLevelView,setLevel.(II)V,28
jordanywhite,edu.up.cs301.othello,OthelloState,playDisk.(II)V,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,updateForTier.(I)V,26
KenyStev,examen1labprg2,Empresa,search.(I)Ljava/lang/Object;,26
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,renderMarkers.(I)V,27
martincameron,ibxm,Data,uByte.(I)I,29
phil132,de.gistribution.beuth.phil.gistribution_v1,NavigationDrawerFragment,selectItem.(I)V,29
eungju,cylon.creole,CreoleMarkupBuilder,charAt.(I)C,29
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxRecipients.(I)V,26
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,26
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidCardNumber.(I)Z,28
hpu-spring87,com.hpuvoice.XlistView,XListView,resetHeaderHeight.(I)V,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeBackWindowAmount.(I)Z,28
xujiabin,com.zol.backserver.service,QueryReferTimeService,queryTime.(I)Ljava/lang/Object;,27
Rothens,hu.rothens.qlib.model,Quest,setRequest.(II)V,28
caseyjames,assignment5,MyLinkedList,remove.(I)Ljava/lang/Object;,28
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,27
bradfordkyle11,com.kmbapps.classscheduler,ClassLoader,releaseColor.(II)V,26
harrydet,com.example.harry.wakeup,MainScreen,onListItemSelected.(I)V,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,isCellEditable.(II)Z,34
sudobash1,pbsc,PbscCompiler,generateSymTabComment.(II)Ljava/lang/Object;,32
TBtomislav,jxl.format,VerticalAlignment,getAlignment.(I)Ljxl/format/VerticalAlignment;,29
vdzundza,main,HashMap,getIndex.(I)I,29
clear2zero,com.ksy.media.widget,MediaPlayerBaseControllerView,show.(I)V,27
Mandrivia,main,ProblemData,getAltitudeChanges.(II)I,29
yxsu,com.petuum.ps.server,Server,getBgVersion.(I)I,39
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnClass.(I)Ljava/lang/Object;,34
ahielg,hebrewDate,CalendarUtils,gimatria.(I)Ljava/lang/Object;,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getTitle.(I)Ljava/lang/Object;,28
tkleisas,org.teacake.monolith.apk,SoundPoolManager,playSound.(I)V,28
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarCargo.(I)Z,28
ronenfilho,com.imagery.imagerymedical,FullScreenViewActivity,adjustImageAspect.(II)V,33
dumchikov,com.grumoon.pulllistview,PullListView,canScroll.(I)Z,29
TymchenkoIvan,com.company.web.controller,ProductsServlet,setPages.(II)I,29
eevans,SevenZip.Compression.LZMA,Decoder,SetLcLpPb.(III)Z,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnName.(I)Ljava/lang/Object;,26
yitaohu,cs61b_project1,PixImage,getBlue.(II)S,27
yxsu,com.petuum.ps.common.util,VectorClock,addClock.(II)V,27
jeremux,serveur,TreeImpl,getCptMessage.(I)I,28
jlnunn2372,bubblePopper,ScoreBoardController,addScoreToList.(II)V,27
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,byteAtDistance.(I)I,31
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,setDefaultPosition.(I)V,26
fabiuz7,edu.priceton.cs.graph,GraphGenerator,simple.(II)Ljava/lang/Object;,39
sheryanresutov,gui,CardGrid,setGameID.(I)V,26
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,set.(II)I,28
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchUp.(IIII)Z,27
phdabel,ufrgs.maslab.abstractsimulator.variables,FireStation,act.(I)V,28
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,scrollToTab.(II)V,28
clrung,-,Heap,parent.(I)I,26
TBtomislav,jxl.biff,FormattingRecords,getNumberFormat.(I)Ljava/lang/Object;,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,26
voodoodyne,org.subethamail.smtp.io,ExtraDotOutputStream,write.(I)V,30
niosus,com.learnit.learnit.activities,HomeworkActivity,removeWordFromActiveList.(I)V,38
jordanywhite,edu.up.cs301.game.config,GameConfig,getSelName.(I)Ljava/lang/Object;,27
martincameron,ibxm,Data,sByte.(I)B,28
BrassGoggledCoders,fantasykingdoms.common.blocks,BlockCustomFiniteFluid,getIcon.(II)Ljava/lang/Object;,27
gpfjeff,com.gpfcomics.android.ppp,Cardset,fitsMaxCardWidth.(II)Z,28
divinebooger,-,StdDrawDemo,drawBoard.(I)V,29
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,27
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageScrollStateChanged.(I)V,27
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,26
nicolas-legroux,-,GraphBuilder,isPart.(IIII)Z,27
kinneyyan,com.yanshi.my36kr.adapter.index,FeedAdapter,getItemViewType.(I)I,28
naver,com.naver.android.rotatableviewsample,MainActivity,roundOrientation.(II)I,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,decrSide.(I)Z,27
lerichard95,-,RandTreeGenInt,exhaustTreeN.(III)Ljava/lang/Object;,94
luizrogeriocn,-,ListaDeCantinas,getEstoqueByPort.(I)I,28
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrden.(I)Z,29
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,28
PrudhviRaju123,akron.zippy.app,HomeScreen21,displayView.(I)V,29
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getPasswordIterations.(I)I,32
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationStarted.(II)V,27
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getUploadBandwidth.(I)I,26
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,getTimeInSeconds.(III)I,28
di-ruan,shared,RDSWrapper,getCustomerCoupons.(I)Ljava/lang/Object;,28
zhangruoxu,VC.CodeGen,Emitter,emitILOAD.(I)V,28
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRate.(I)I,28
AdaptiveSystem,com.movie.worth.dao,Ratings,getOneParticularRating.(II)Ljava/lang/Object;,27
sheryanresutov,GameBackEnd,GameLobby,findPlayer.(I)Ljava/lang/Object;,28
linsonzhao,video.app.com.views,ScallingImageView,resolveAdjustedSize.(III)I,27
eevans,SevenZip.Compression.LZMA,Base,StateUpdateRep.(I)I,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getTexture.(II)Ljava/lang/Object;,28
jordanywhite,edu.up.cs301.game.config,GameConfig,setRemoteSelType.(I)V,29
GugleGH,ru.nosov.server.db.tables.logic,UsersTypesDAOImpl,getUsersTypesById.(I)Ljava/lang/Object;,28
clrung,-,Heap,heapifyUp.(I)V,37
netixx,fr.enst.infsi351.notedown.util,PdfEngine,prepareRender.(I)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canOutput_Item.(I)Z,28
rsv355,beap.webmyne.com.demotabbar,MainActivity,selectTAB.(I)V,28
KenyStev,ChessChaturanga.Logica.Pieces,Elephant,validMovement.(II)Z,26
isince,com.ndsince.dictsv.Adapter,CustomAdapter,upDateFavoriteslist.(I)V,26
swapneshgandhi,com.cloudwick.training.patterns,UserFactory,getObject.(I)Ljava/lang/Object;,26
halfjew22,net.everythingandroid.timer,TimerActivity,onCreateDialog.(I)Ljava/lang/Object;,26
zlim,jnt.scimark2,FFT,log2.(I)I,87
eevans,SevenZip.Compression.LZMA,Base,GetLenToPosState.(I)I,31
boulderalf,com.boulderalf.markdown2mm,ToMmSerializer,createNode.(I)Ljava/lang/Object;,29
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,26
KenyStev,ChessChaturanga.Logica.Pieces,Advisor,validMovement.(II)Z,26
fbrass,de.spqr.inventorychangeapp,PartServer,changeWheelAmount.(I)Z,28
yitaohu,cs61b_project1,PixImage,getRed.(II)S,28
di-ruan,shared,RDSWrapper,getRestaurantCoupons.(I)Ljava/lang/Object;,29
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setContentView.(I)V,27
pinguo-zhangshuchun,kari.com.org.camerademo,CameraActivity,changeCameraZoom.(I)V,29
martincameron,micromod,Macro,transpose.(III)I,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getReadSheet.(I)Ljava/lang/Object;,27
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,29
Mandrivia,main,ProblemData,getWindVector.(III)Ljava/lang/Object;,26
billcchung,tw.billchung.taiwancoffeeprices,NavigationDrawerFragment,selectItem.(I)V,28
luizrogeriocn,-,ListaDeCantinas,removerReferencia.(I)V,28
tkleisas,org.teacake.monolith.apk,HighScoreTable,isHighScore.(I)Z,28
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,writeBuffer.(I)V,27
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,contains.(II)Z,28
tliu17,-,ClosedHashing,insert.(II)V,39
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnVideoSizeChanged.(IIII)V,38
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,27
clear2zero,com.ksy.media.widget,MediaPlayerMovieRatioView,show.(I)V,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getDownloadRetransRate.(I)I,27
lerichard95,-,RandTreeGenInt,randTree.(II)Ljava/lang/Object;,27
lorinczpatrik,tema2_TP,Simulator,closeHandler.(I)V,28
TBtomislav,jxl.biff,FormattingRecords,getXFRecord.(I)Ljava/lang/Object;,27
divinebooger,huglife,StdDraw,setCanvasSize.(II)V,86
luizrogeriocn,-,ListaDeCantinas,buscarEstoque.(I)I,28
Mandrivia,main,ProblemData,setCoverageRadius.(I)V,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getValueAt.(II)Ljava/lang/Object;,28
frigidrain,scheduler,TaskGroup,setDuration.(I)V,26
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,simple.(II)Ljava/lang/Object;,36
immlf,ua.pp.lab101.synthesizercontrol.activity.main,MainActivity,onModeSelected.(I)V,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,27
eevans,SevenZip.Compression.LZMA,Base,StateIsCharState.(I)Z,28
hpu-spring87,com.hpuvoice.fragment,ChatFragment,isDeletePng.(I)Z,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getClientCertificateVectorSize.(I)I,27
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getCargoById.(I)Ljava/lang/Object;,28
sheryanresutov,gui,CardGrid,removeCard.(II)V,28
TBtomislav,jxl.biff.drawing,EscherRecordType,getType.(I)Ljxl/biff/drawing/EscherRecordType;,63
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItem.(I)Ljava/lang/Object;,26
unaveed,asteroids,Debris,createDebris.(I)Ljava/lang/Object;,28
JsonHunt,org.apache.cordova,CordovaBridge,jsSetNativeToJsBridgeMode.(II)V,27
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setHotspotBounds.(IIII)V,26
stickfigure,unsuck.security,BCrypt,gensalt.(I)Ljava/lang/String;,242
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,union.(II)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getValueAt.(II)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnClass.(I)Ljava/lang/Object;,30
hpu-spring87,com.hpuvoice.XlistView,XListViewFooter,setState.(I)V,28
AdaptiveSystem,com.movie.worth.dao,Ratings,checkIfThisUserRatedThisMovie.(II)Ljava/lang/Object;,28
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,remove.(I)F,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeDoorAmount.(I)Z,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,WaitForIO.(I)V,25
ronak1790,core,Database,getUsername.(I)Ljava/lang/Object;,27
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getName.(I)Ljava/lang/Object;,26
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getValueAt.(II)Ljava/lang/Object;,27
tkleisas,org.teacake.monolith.apk,LinearInterpolator,getValue.(I)F,27
caseyjames,assignment2,LibraryGeneric,getOverdueList.(III)Ljava/lang/Object;,26
lzh9102,zxinggui.generator,GeneratorManager,getGenerator.(I)Ljava/lang/Object;,28
WyattPearson,ui,DrawPanel,setSize.(II)V,97
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,get.(I)I,28
sivang,org.kde.necessitas.origo,QtActivity,onCreatePanelView.(I)Ljava/lang/Object;,28
KenyStev,-,BinaryStdOut,writeByte.(I)V,32
yitaohu,cs61b_project1,PixImage,boxBlur.(I)Lcs61b_project1/PixImage;,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,shiftLastNToTop.(I)V,29
mtudora,com.application.timmy.ui,OfficeMapView,onMeasure.(II)V,27
igrief15,-,Board,occupy.(II)V,29
linsonzhao,video.app.com.views,ScallingImageView,onMeasure.(II)V,30
hpu-spring87,com.hpuvoice.XlistView,XListViewFooter,setBottomMargin.(I)V,28
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,tournament.(I)Ljava/lang/Object;,29
eevans,SevenZip.Compression.LZ,InWindow,ReduceOffsets.(I)V,26
MikeLydeamore,cofh.gui.client,GuiFriendsList,mouseClicked.(III)V,28
Kevin-unipe,data.br,Data,setDia.(I)V,38
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,setContentView.(I)V,27
SvenDub,nl.svendubbeld.car.activity,CarActivity,onGpsStatusChanged.(I)V,28
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,pause.(I)V,28
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getEmpleadoDni.(I)Ljava/lang/Object;,28
ahielg,hebrewDate,CalendarUtils,getJewishMonthName.(II)Ljava/lang/Object;,28
Mandrivia,main,ProblemData,getScoreBalloon.(II)I,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(I)V,28
AlecinVan,storm.ingress.kafka,StaticPartitionConnections,getConsumer.(I)Ljava/lang/Object;,29
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRateText.(I)Ljava/lang/Object;,27
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,clearMarkers.(I)V,29
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,hashFunc.(I)I,28
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,26
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,39
pfyuit,com.pfyuit.myalgorithm.datastructure.tree,Heap,trickleDown.(I)V,30
KenyStev,-,PalindromoAir,printPassengers.(I)V,29
voxelcarrot,io.bunnies.fractalmaps.view,FractalView,onSizeChanged.(IIII)V,28
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowWidth.(I)V,27
kinneyyan,com.yanshi.my36kr.common.view.slidingTab,SlidingTabLayout,scrollToTab.(II)V,31
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearStateByMask.(I)V,26
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(II)V,35
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,findViewById.(I)Ljava/lang/Object;,30
divinebooger,-,Calculator,printHistory.(I)V,30
WyattPearson,ui,DrawPanel,setBounds.(IIII)V,108
linsonzhao,video.app.autobahn,ByteBufferOutputStream,expand.(I)V,28
divinebooger,-,Board,unoccupy.(II)V,27
tliu17,-,OpenHashing,printTable.(I)V,40
sheryanresutov,GameBackEnd,GameBoard,processSubmit.(III)I,28
raphapacheco,br.com.backapp.finfacil.activity.spinner_adapter,CategoriaSpinnerAdapter,getItemId.(I)J,26
zhangruoxu,VC.CodeGen,Emitter,emitALOAD.(I)V,40
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemViewType.(I)I,28
jordanywhite,edu.up.cs301.game.config,GameConfig,removePlayer.(I)V,29
ey-,com.aje.logic16.app.serverApi,api,getScore.(I)Ljava/lang/Object;,30
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,32
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
aurora-lzzp,student,ClassMgr,setClassMgrid.(I)V,28
ey-,com.aje.logic16.app.GameLogic,Conjunction,getLiteral.(I)Ljava/lang/Object;,28
tliu17,-,MatrixGraph,addEdge.(II)V,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,checkNoEOF.(I)V,32
coronalabs,plugin.google.iap.v3.util,IabHelper,getResponseDesc.(I)Ljava/lang/Object;,28
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,25
jordanywhite,edu.up.cs301.othello,OthelloState,getDisk.(II)Ljava/lang/Object;,28
sivang,org.kde.necessitas.origo,QtActivity,super_onCreateDialog.(I)Ljava/lang/Object;,26
clrung,-,Heap,heapifyDown.(I)V,27
WyattPearson,-,HailstoneGenerator,hailstone.(I)I,28
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyExpiryDayValidator,monthOfYear.(I)I,28
hpu-spring87,com.hpuvoice.app,ChatActivity,viewPagerItem.(I)Ljava/lang/Object;,25
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnClass.(I)Ljava/lang/Object;,27
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getMaxConcurrentStreams.(I)I,26
endangh,p9.c,ArraysMatakuliah,deleteByIndeks.(I)V,27
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,checkThreshold.(I)V,26
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,ensureCapacity.(I)V,28
ey-,com.aje.logic16.app.GameLogic,GameLogic,buttonClicked.(I)V,28
WyattPearson,client,GameController,place.(II)V,28
bmzhao,-,UtopianTree,UtopiaTree.(I)I,28
TBtomislav,jxl.format,Pattern,getPattern.(I)Ljxl/format/Pattern;,32
divinebooger,-,Piece,move.(II)V,37
